sample_ID,Bacteria;Abditibacteriota;Abditibacteria,Bacteria;Acidobacteriota;Aminicenantia,Bacteria;Acidobacteriota;Blastocatellia,Bacteria;Acidobacteriota;Subgroup 19,Bacteria;Acidobacteriota;Vicinamibacteria,Bacteria;Actinobacteriota;Acidimicrobiia,Bacteria;Actinobacteriota;Actinobacteria,Bacteria;Actinobacteriota;Coriobacteriia,Bacteria;Actinobacteriota;Thermoleophilia,Bacteria;Bacteroidota;Bacteroidia,Bacteria;Bdellovibrionota;Bdellovibrionia,Bacteria;Bdellovibrionota;Oligoflexia,Bacteria;Campilobacterota;Campylobacteria,Bacteria;Chloroflexi;Anaerolineae,Bacteria;Chloroflexi;Chloroflexia,Bacteria;Cyanobacteria;Cyanobacteriia,Bacteria;Cyanobacteria;Vampirivibrionia,Bacteria;Dependentiae;Babeliae,Bacteria;Desulfobacterota;Desulfovibrionia,Bacteria;Desulfobacterota;Desulfuromonadia,Bacteria;Desulfobacterota;Syntrophia,Bacteria;Elusimicrobiota;Elusimicrobia,Bacteria;Elusimicrobiota;Lineage IIa,Bacteria;Fibrobacterota;Fibrobacteria,Bacteria;Firmicutes;Bacilli,Bacteria;Firmicutes;Clostridia,Bacteria;Firmicutes;Incertae Sedis,Bacteria;Firmicutes;Limnochordia,Bacteria;Firmicutes;Moorellia,Bacteria;Firmicutes;Negativicutes,Bacteria;Firmicutes;Syntrophomonadia,Bacteria;Firmicutes;uncultured,Bacteria;Fusobacteriota;Fusobacteriia,Bacteria;Myxococcota;Polyangia,Bacteria;Myxococcota;bacteriap25,Bacteria;Nitrospirota;Nitrospiria,Bacteria;Patescibacteria;Gracilibacteria,Bacteria;Patescibacteria;Parcubacteria,Bacteria;Patescibacteria;Saccharimonadia,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria;Spirochaetota;Brachyspirae,Bacteria;Spirochaetota;Spirochaetia,Bacteria;Synergistota;Synergistia,Bacteria;Verrucomicrobiota;Lentisphaeria,Bacteria;Verrucomicrobiota;Verrucomicrobiae,label
H26721,0,0,0,0,0,0,5,3,0,5578,0,0,0,0,0,0,0,0,2,0,0,0,0,0,215,3230,0,0,0,3487,0,0,0,0,0,0,0,0,0,0,1721,0,0,0,0,0,0
H18351,0,0,0,0,0,0,0,34,0,5272,0,0,2,0,0,0,0,0,4,0,0,0,0,0,325,4355,0,0,0,110,0,0,259,0,0,0,0,0,0,0,889,0,0,0,0,3,1
H25821,0,0,0,0,0,0,0,46,0,6848,0,0,0,0,0,0,52,0,35,0,0,0,0,0,1760,8404,2,3,0,4296,0,0,0,2,0,0,0,0,1,2,1702,0,0,0,0,2,1
H25799,0,0,0,0,0,0,20,671,0,8628,0,0,0,0,0,0,0,0,213,0,0,0,0,0,150,6961,0,0,0,1658,0,0,0,0,0,0,0,0,0,0,1553,0,0,0,0,0,0
H18312,0,0,0,0,0,0,7,109,0,6054,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1181,5098,5,1,0,371,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,1
H25843,0,0,0,0,0,0,3,116,0,6790,0,0,0,0,0,0,192,0,59,0,0,0,0,0,190,5656,0,0,0,365,0,0,0,0,0,0,0,0,0,0,1688,0,0,0,0,0,1
H18124,0,0,0,0,0,0,6,192,0,7960,0,0,0,0,0,0,14,0,156,0,0,0,0,0,741,5291,0,0,0,414,0,0,1,0,0,0,0,0,0,0,238,0,0,0,0,0,0
H30909,0,0,0,0,0,0,10,431,0,1397,0,0,0,0,0,0,0,0,5,0,0,0,0,0,529,5431,0,0,0,588,0,0,0,0,0,0,0,0,5,0,5479,0,0,0,0,0,1
H27207,0,0,0,0,0,0,2,113,0,9022,0,0,1,0,0,0,0,0,29,0,0,0,0,0,942,8505,16,0,0,1410,0,2,0,0,0,0,0,0,0,0,293,0,0,0,0,0,1
H26580,0,0,0,0,0,0,18,266,0,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,3850,0,0,0,4531,0,0,1,0,0,0,0,0,2,6,1597,0,0,0,0,0,1
H26683,0,0,0,0,0,0,24,102,0,3992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335,13288,0,0,0,732,0,0,0,0,0,0,0,0,33,15,96,0,0,0,0,0,0
H27971,0,0,0,0,0,0,0,324,0,9159,0,0,4,0,0,0,23,0,21,1,0,0,0,0,273,3434,0,0,0,853,0,0,0,0,0,0,0,0,2,2,2886,0,0,0,0,3,1
H26596,0,0,0,0,0,0,6,132,0,6720,0,0,1,0,0,0,0,0,130,0,0,0,0,0,592,2687,0,0,0,218,0,0,1,0,0,0,0,0,8,1,390,0,0,0,0,4,0
H26691,0,0,0,0,0,0,2,62,0,5817,0,0,0,0,0,0,16,0,58,0,0,0,0,0,178,3805,0,1,0,1326,0,0,0,0,0,0,0,0,1,0,215,0,0,0,0,0,0
H18257,0,0,0,0,0,0,13,413,0,8600,0,0,0,0,0,0,0,0,42,0,0,0,0,0,520,12092,18,0,0,100,0,188,0,0,0,0,0,0,2,0,982,0,0,0,0,0,1
H18177,0,0,0,0,0,0,7,429,0,5954,0,0,1,0,0,0,14,0,15,0,0,0,0,0,665,7625,0,0,0,843,0,0,0,0,0,0,0,0,13,1,325,0,0,0,0,0,0
H25909,0,0,0,0,0,0,4,39,0,11463,0,0,1,0,0,0,0,0,8,0,0,0,0,0,216,4023,0,0,0,928,0,0,0,0,0,0,0,0,0,0,2140,0,0,0,0,0,0
H26719,0,0,0,0,0,0,2,114,0,3762,0,0,0,0,0,0,1,0,64,0,0,0,0,0,239,4219,10,0,0,22,0,0,0,0,0,0,0,0,0,2,742,0,0,0,0,0,1
H27978,0,0,0,0,0,0,5,69,0,15218,0,0,0,0,0,0,39,0,17,0,0,0,0,0,1725,12178,0,1,0,1419,0,0,0,0,0,0,0,0,0,2,1650,0,0,0,0,0,1
H18368,0,0,0,0,0,0,1,412,0,2287,0,0,26,0,0,0,33,0,55,0,0,0,0,0,993,7158,2,0,0,1155,0,2,3,0,0,0,0,0,1,0,84,0,0,0,0,0,0
H27318,0,0,0,0,0,0,3,297,0,10497,0,0,0,0,0,0,0,0,31,0,0,0,0,0,547,7395,0,2,0,11958,0,0,0,0,0,0,0,0,3,3,90,0,0,0,0,1,0
H26003,0,0,0,0,0,0,5,66,0,10422,0,0,1,0,0,0,282,0,88,0,0,0,0,0,112,8870,0,0,0,2792,0,0,0,0,0,0,0,0,0,0,151,73,0,0,0,0,0
H28021,0,0,0,0,0,0,23,226,0,13278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,15972,0,0,0,7906,0,0,0,0,0,0,0,0,17,0,1780,0,0,0,0,0,1
H18189,0,0,0,0,0,0,13,1140,0,3130,0,0,0,0,0,0,0,0,68,0,0,0,0,0,415,5761,0,0,0,637,0,0,0,0,0,0,0,0,10,0,68,0,0,0,0,0,0
H29071,0,0,0,0,0,0,49,104,0,3579,0,0,0,0,0,0,0,0,35,0,0,0,0,0,941,12987,0,0,0,103,0,0,1,0,0,0,0,0,1,0,48470,0,0,0,0,0,0
H28042,0,0,0,0,0,0,5,546,0,10674,0,0,0,0,0,0,0,0,653,0,0,0,0,0,823,10830,0,0,0,7372,0,0,0,0,0,0,0,0,7,0,19958,0,0,0,0,0,1
H26684,0,0,0,0,0,0,10,27,0,9377,0,0,1,0,0,0,0,0,39,0,0,0,0,0,44,4730,0,0,0,2302,0,0,8,0,0,0,0,0,1,0,3418,0,0,0,0,0,0
H18154,0,0,0,0,0,0,0,85,0,6151,0,0,0,0,0,0,0,0,13,0,0,0,0,0,173,2836,8,0,0,832,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,1
H18118,0,0,0,0,0,0,14,998,0,3838,0,1,0,0,0,0,14,0,9,0,0,0,0,0,1772,8678,0,0,0,24,0,0,3,0,0,0,0,0,0,1,466,0,0,0,0,0,0
H25771,0,0,0,0,0,0,23,660,0,6141,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1297,8531,0,0,0,720,0,0,8,0,0,0,0,0,0,0,517,0,0,0,0,0,0
H25928,0,0,0,0,0,0,21,105,0,18873,0,0,0,0,0,0,75,0,89,0,0,0,0,0,843,13699,38,0,0,3225,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,4,1
H18336,0,0,0,0,0,0,7,154,0,7778,0,0,0,0,0,0,2,0,1002,0,0,0,0,0,389,3719,0,0,0,434,0,0,0,0,0,0,0,0,0,0,1220,0,0,0,0,0,1
H21018,0,0,0,0,0,0,4,111,0,4833,0,0,0,0,0,0,126,0,105,0,0,0,0,0,1646,7056,0,0,0,2616,0,0,0,0,0,0,0,0,10,4,1476,0,0,0,0,4,1
H25825,0,0,0,0,0,0,90,29,0,16563,0,0,0,0,0,0,0,0,30,0,0,0,0,0,2784,16010,0,0,0,689,0,0,0,0,0,0,0,0,0,14,2490,0,0,0,0,12,1
H18255,0,0,0,0,0,0,3,194,0,5983,0,0,19,0,0,0,105,0,85,0,0,0,0,0,506,8717,0,0,0,1335,0,0,0,0,0,0,0,0,0,0,861,0,0,0,0,1,0
H26572,0,0,0,0,0,0,0,1,0,4292,0,0,0,0,0,0,2,0,52,0,0,0,0,0,77,1935,0,0,0,888,0,0,0,0,0,0,0,0,0,2,339,0,0,0,0,1,0
H26841,0,0,0,0,0,0,0,2,0,4451,0,0,0,0,0,0,9,0,70,0,0,0,0,0,53,4556,0,0,0,1157,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0
H18152,0,0,0,0,0,0,0,64,0,9344,0,0,0,0,0,0,0,0,72,0,0,0,0,0,34,3715,0,0,0,214,0,0,0,0,0,0,0,0,0,0,2041,0,0,0,0,0,0
H26907,0,0,0,0,0,0,2,4,0,5473,0,0,0,0,0,0,0,0,2,0,0,0,0,0,142,3181,3,0,0,539,0,2,1,0,0,0,0,0,0,0,193,0,0,0,0,0,1
H18227,0,0,0,0,0,0,1,1445,0,2207,0,0,0,0,0,0,0,0,3,0,0,0,0,0,822,7275,14,0,0,41,0,0,0,0,0,0,0,0,0,0,6844,0,0,0,0,0,1
H32824,0,0,0,0,0,0,27,1098,0,1013,0,0,0,0,0,0,0,0,78,0,0,0,0,0,4471,7500,0,0,0,6,0,0,0,0,0,0,0,0,0,6,899,0,0,0,0,0,0
H18207,0,0,0,0,0,0,1,56,0,8816,0,0,3,0,0,0,88,0,56,0,0,0,0,0,64,3450,0,0,0,2870,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,1
H18266,0,0,0,0,0,0,1,464,0,15610,0,0,0,0,0,0,0,0,113,0,0,0,0,0,677,11093,0,0,0,207,0,0,0,0,0,0,0,0,0,0,11145,0,0,0,0,0,0
H26756,0,0,0,0,0,0,9,196,0,5504,0,0,0,0,0,0,1,0,457,0,0,0,0,0,1717,7974,0,0,0,627,0,0,0,0,0,0,0,0,6,0,199,0,8,0,0,0,0
H27414,0,0,0,0,0,0,4,69,0,7716,0,0,15,0,0,0,3,0,52,0,0,0,0,0,1289,11511,0,0,0,63,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0
H21547,0,0,0,0,0,0,5,420,0,5803,0,0,2,0,0,0,0,0,7,0,0,0,0,0,836,5397,0,0,0,21,0,0,0,0,0,0,0,0,2,1,115,0,0,0,0,0,0
H27276,0,0,0,0,0,0,2,17,0,11648,0,0,0,0,0,0,0,0,160,0,0,0,0,0,1291,8449,7,0,0,2030,0,0,0,0,0,0,0,0,1,73,640,0,0,0,0,1,0
H28009,0,0,0,0,0,0,55,878,0,5506,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2345,20583,0,0,0,1398,0,0,0,0,0,0,0,0,7,0,521,0,0,0,0,0,1
H18211,0,0,0,0,0,0,1940,874,0,7897,0,0,1,0,0,0,0,0,44,0,0,0,0,0,754,5002,0,0,0,303,0,0,0,0,0,0,0,0,0,0,4167,0,0,0,0,0,0
H18216,0,0,0,0,0,0,5,100,0,13842,0,0,2,0,0,0,0,0,0,0,0,0,0,0,545,10919,0,0,0,3643,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0
H25735,0,0,0,0,0,0,9,280,0,8132,0,0,0,0,0,0,0,0,216,0,0,0,0,0,500,7363,0,0,0,598,0,0,0,0,0,0,0,0,1,0,17194,0,0,0,0,0,1
H34086,0,0,0,0,0,0,13,405,0,10400,0,0,19,0,0,0,0,0,73,0,0,0,0,0,2095,5585,0,0,0,830,0,0,3,0,0,0,0,0,1,0,1106,0,0,0,0,0,1
H25815,0,0,0,0,0,0,13,404,0,5471,0,0,0,0,0,0,1,0,19,0,0,0,0,0,871,13060,3,0,0,158,0,0,0,0,0,0,0,0,15,0,282,0,0,0,0,0,1
H27915,0,0,0,0,0,0,3,77,0,10179,0,0,0,0,0,0,0,0,23,0,0,0,0,0,145,5626,0,0,0,225,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0
H18210,0,0,0,0,0,0,18,1062,0,7344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,13780,0,0,0,7660,0,0,0,7,0,0,0,0,4,2,115,0,0,0,0,0,1
H26108,0,0,0,0,0,0,2,1180,0,1918,0,0,0,0,0,0,12,0,115,0,0,0,0,0,628,4720,0,0,0,332,0,0,0,0,0,0,0,0,0,0,4104,0,0,0,0,3,1
H34155,0,0,0,0,0,0,8,198,0,3507,0,0,1,0,0,0,29,0,16,0,0,0,0,0,441,6410,0,0,0,539,0,0,0,0,0,0,0,0,0,0,825,0,0,0,0,0,1
H18095,0,0,0,0,0,0,1,108,0,6404,0,0,0,0,0,0,39,0,30,0,0,0,0,0,334,4649,8,0,0,53,0,3,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0
H27905,0,0,0,0,0,0,3,19,0,3411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,3132,0,0,0,1408,0,0,5,0,0,0,0,0,0,0,90,0,0,0,0,0,1
H26104,0,0,0,0,0,0,12,68,0,495,0,0,0,0,0,0,0,0,4,0,0,0,0,0,994,7107,0,0,0,14,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0
H27337,0,0,0,0,0,0,0,32,0,16004,0,0,0,0,0,0,0,0,15,0,0,0,0,0,173,14125,17,0,0,563,0,68,0,0,0,0,0,0,0,2,1514,0,0,0,114,39,1
H26714,0,0,0,0,0,0,7,203,0,1054,0,0,0,0,0,0,5,0,9,0,0,0,0,0,445,6827,0,0,0,184,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0
H25802,0,0,0,0,0,0,6,49,0,8674,0,0,0,0,0,0,0,0,6,0,0,0,0,0,357,4787,2,0,0,420,0,0,0,0,0,0,0,0,0,4,601,0,0,0,0,0,1
H26747,0,0,0,0,0,0,7,15,0,2174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,11596,0,0,0,1521,0,0,0,0,0,0,0,0,0,4,724,0,0,0,0,0,1
H27093,0,0,0,0,0,2,45,98,0,2861,0,0,0,0,0,0,4,0,27,0,0,0,0,0,3365,19665,0,0,0,5131,0,0,0,0,0,0,0,0,4,0,4226,0,0,0,0,0,0
H31094,0,0,0,0,0,0,15,112,0,8271,0,0,1,0,0,0,0,0,41,0,0,0,0,0,263,9784,0,0,0,2391,0,0,0,0,0,0,0,0,2,0,3170,0,0,0,0,0,1
H27988,0,0,0,0,0,0,4,36,0,9508,0,0,1,0,0,0,0,0,10,0,0,0,0,0,351,4032,0,0,0,100,0,0,15,0,0,0,0,0,3,0,1040,0,0,0,0,0,0
H25847,0,0,0,0,0,0,9,1088,0,10814,0,0,0,0,0,0,0,0,18,0,0,0,0,0,821,10111,0,0,0,228,0,0,0,0,0,0,0,0,0,3,59,78,0,0,0,0,0
H27151,0,0,0,0,0,0,9,83,0,12097,0,0,19,0,0,0,0,0,3,0,0,0,0,0,413,8827,0,0,0,3171,0,0,2,0,0,0,0,0,1,0,5664,0,0,0,0,0,1
H26022,0,0,0,0,0,0,3,194,0,6158,0,0,0,0,0,0,0,0,44,0,0,0,0,0,375,4376,0,0,0,929,0,0,0,0,0,0,0,0,0,0,5787,0,0,0,0,2,1
H25880,0,0,0,0,0,0,2,66,0,7984,0,0,0,0,0,0,106,0,154,0,0,0,0,0,1065,5187,5,0,0,205,0,4,0,0,0,0,0,0,0,1,1415,0,0,0,0,0,0
H27053,0,0,0,0,0,0,3,165,0,6193,0,0,0,0,0,0,0,0,61,0,0,0,0,0,1246,6626,0,0,0,964,0,0,0,0,0,0,0,0,0,1,293,1893,0,0,0,0,1
H26763,0,0,0,0,0,0,2,154,0,5311,0,0,0,0,0,0,0,0,2,0,0,0,0,0,558,6006,0,0,0,188,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,1
H25959,0,0,0,0,0,0,13,873,0,3982,0,0,0,0,0,0,0,0,103,0,0,0,0,0,1878,10283,10,0,0,61,0,0,0,0,0,0,0,0,0,0,7973,0,0,0,0,0,0
H27302,0,0,0,0,0,0,4,0,0,13042,0,0,0,0,0,0,0,0,21,0,0,0,0,0,137,2741,0,0,0,920,0,0,0,0,0,0,0,0,0,0,998,0,0,0,0,0,0
H25898,0,0,0,0,0,1,7,135,0,9619,0,0,0,0,0,0,0,0,50,0,0,0,0,0,178,8018,16,0,0,111,0,10,6,0,0,0,0,0,0,3,806,0,0,0,0,0,0
H27369,0,0,0,0,0,0,4,187,0,11200,0,0,0,0,0,0,3,0,102,0,0,0,0,0,2952,11883,4,0,0,790,0,2,0,0,0,0,0,0,0,0,867,16,0,0,0,0,0
H25766,0,0,0,0,0,0,1,94,0,3451,0,0,0,0,0,0,12,0,0,0,0,0,0,0,389,5556,0,0,0,55,0,2,0,0,0,0,0,0,1,16,438,0,0,0,0,1,1
H27103,0,0,0,0,0,0,21,17,0,10284,0,0,4,0,0,0,0,0,581,0,0,0,0,0,123,12687,0,0,0,72,0,0,0,0,0,0,0,0,0,0,1205,0,0,0,0,0,0
H18288,0,0,0,0,0,0,9,193,0,2662,0,0,0,0,0,0,0,0,6,0,0,0,0,0,440,8426,0,0,0,163,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0
H25772,0,0,0,0,0,0,6,231,0,3370,0,0,0,0,0,0,30,0,6,0,0,0,0,0,412,6363,0,0,0,3127,0,0,0,0,0,0,0,0,1,3,232,0,0,0,0,0,1
H25988,0,0,0,0,0,0,9,185,0,12339,0,0,0,0,0,0,0,0,54,0,0,0,0,0,624,6128,0,0,0,2830,0,0,0,0,0,0,0,0,0,5,502,0,0,0,0,0,0
H25991,0,0,0,0,0,0,6,1094,0,2993,0,0,0,0,0,0,0,0,74,0,0,0,0,0,849,5208,0,0,0,782,0,0,0,0,0,0,0,0,0,0,11063,0,0,0,0,0,1
H31087,0,0,0,0,0,0,38,753,0,6430,0,0,1,0,0,0,39,0,29,0,0,0,0,0,966,6989,0,0,0,1156,0,0,0,0,0,0,0,0,0,0,8431,0,0,0,0,0,0
H27423,0,0,0,0,0,0,5,45,0,15316,0,0,0,0,0,0,0,0,42,0,0,0,0,0,311,10331,0,0,0,1182,0,0,0,0,0,0,0,0,7,0,138,0,0,0,0,0,0
H18297,0,0,0,0,0,0,7,349,0,5596,0,0,0,0,0,0,0,0,120,0,0,0,0,0,823,5752,0,0,0,4287,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,1
H26858,0,0,0,0,0,0,20,160,0,5968,0,0,0,0,0,0,3,0,32,0,0,0,0,0,305,5772,0,0,0,1526,0,0,0,0,0,0,0,0,0,0,599,0,0,0,0,0,0
H21544,0,0,0,0,0,0,0,3,0,5737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,5702,0,0,0,4855,0,0,0,0,0,0,0,0,6,0,167,0,0,0,0,0,0
H26853,0,0,0,0,0,0,11,209,0,6029,0,0,0,0,0,0,0,0,16,0,0,0,0,0,249,3022,0,0,0,81,0,2,0,0,0,0,0,0,0,0,708,0,0,0,0,0,0
H27307,0,0,0,0,4,0,1,158,0,16717,0,0,0,0,0,0,0,0,41,0,0,0,0,0,180,9881,0,0,0,3326,0,0,0,0,0,0,0,0,12,0,249,0,0,0,0,0,1
H18172,0,0,0,0,0,0,4,237,0,5155,0,0,1,0,0,0,0,0,62,0,0,0,0,0,552,9709,5,0,0,37,0,4,0,0,0,0,0,0,0,0,501,0,0,0,0,0,0
H26798,0,0,0,0,0,0,7,48,0,8311,0,0,0,0,0,0,0,0,18,0,0,0,0,0,168,2958,0,0,0,149,0,0,0,0,0,0,0,0,1,0,1536,0,0,0,0,0,1
H27991,0,0,0,0,0,0,1,57,0,2600,0,0,0,0,0,0,4,0,0,0,0,0,0,0,291,8305,0,1,0,1720,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0
H27411,0,0,0,0,0,0,14,198,0,12519,0,0,1,0,0,0,1,0,47,0,0,0,0,0,904,13974,57,0,0,366,0,1,1,0,0,0,0,0,2,0,2442,0,0,2,0,9,0
H27220,0,0,0,0,0,0,4,23,0,9843,0,0,0,0,0,0,0,0,47,0,0,0,0,0,512,8749,0,0,0,1126,0,0,0,0,0,0,0,0,0,0,552,0,0,0,0,0,0
H21522,0,0,0,0,0,0,4,64,0,844,0,0,0,0,0,0,6,0,105,0,0,0,0,0,106,2668,0,0,0,53,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,1
H25764,0,0,0,0,0,0,8,68,0,8238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,7015,0,0,0,2113,0,0,0,0,0,0,0,0,0,0,1150,0,0,0,0,0,0
H27893,0,0,0,0,0,0,0,2,0,2049,0,0,0,0,0,0,0,0,1,0,0,0,0,0,83,4955,0,0,0,1643,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1
H26075,0,0,0,0,0,0,4,110,0,6553,0,0,0,0,0,0,0,0,10,0,0,0,0,0,198,3685,0,3,0,3224,0,0,2,0,0,0,0,0,1,0,7637,0,0,0,0,3,0
H26877,0,0,0,0,0,0,3,193,0,5629,0,0,0,0,0,0,0,0,105,0,0,0,0,0,273,6500,9,0,0,559,0,0,0,0,0,0,0,0,0,0,1757,0,0,0,0,3,1
H31060,0,0,0,0,0,0,63,545,0,10931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071,7857,0,0,0,3501,0,0,0,0,0,0,0,0,1,0,1561,0,0,0,0,1,1
H18281,0,0,0,0,0,0,11,127,0,5418,0,0,0,0,0,0,0,0,13,0,0,0,0,0,146,5369,0,0,0,146,0,0,1,0,0,0,0,0,1,0,751,0,0,0,0,2,1
H27135,0,0,0,0,0,0,2,127,0,5773,0,0,0,0,0,0,228,0,106,0,0,0,0,0,232,8982,2,0,0,1989,0,0,0,0,0,0,0,0,1,0,969,0,0,0,0,1,0
H21542,0,0,0,0,0,0,13,65,0,11314,0,0,4,0,0,0,18,0,34,0,0,0,0,0,661,14490,2,0,0,671,0,0,12,0,0,0,0,0,1,0,540,0,0,0,0,0,0
H26780,0,0,0,0,0,0,1,93,0,7931,0,0,0,0,0,0,41,0,582,0,0,0,0,0,294,3808,0,0,0,113,0,0,10,0,0,0,0,0,0,0,2041,0,0,0,0,0,0
H30996,0,0,0,0,0,0,24,828,0,2279,0,0,0,0,0,0,3,0,65,0,0,0,0,0,351,11840,0,1,0,410,0,13,5,0,0,0,0,0,2,0,1558,0,0,0,0,0,1
H25836,0,0,0,0,0,0,3,91,0,8811,0,0,0,0,0,0,1,0,32,0,0,0,0,0,991,8325,0,0,0,1594,0,0,0,0,0,0,0,0,0,0,1169,0,0,0,0,0,0
H27388,0,0,0,0,0,0,4,1024,0,5575,0,0,3,0,0,0,0,0,31,0,0,0,0,0,1600,12283,0,0,0,30,0,0,0,0,0,0,0,0,0,0,6038,0,0,0,0,18,0
H18212,0,0,0,0,0,0,0,167,0,6799,0,0,0,0,0,0,60,0,18,0,0,0,0,9,1386,6119,0,0,0,21,0,0,0,0,0,0,0,0,0,2,455,0,0,0,0,0,0
H26703,0,0,0,0,0,0,6,75,0,3546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,4424,0,0,0,3573,0,0,2,0,0,0,0,0,1,0,99,0,0,0,0,0,1
H34143,0,0,0,0,0,0,2,120,0,7979,0,0,1,0,0,0,3,0,9,0,0,0,0,0,915,9428,7,0,0,175,0,0,0,0,0,0,0,0,0,0,4691,0,0,0,20,5,0
H27996,0,0,0,0,0,0,2,35,0,13273,0,0,0,0,0,0,1,0,32,0,0,0,0,0,44,3215,54,0,0,1457,0,0,0,0,0,0,0,0,0,0,2922,0,0,0,0,0,1
H18126,0,0,0,0,0,0,27,322,0,3505,0,0,9,0,0,0,0,0,9,0,0,0,0,0,306,4629,1,0,0,90,0,0,0,0,0,0,0,0,6,0,269,0,0,0,0,1,0
H25986,0,0,0,0,0,0,3,1627,0,4610,0,0,0,0,0,0,706,0,5,0,0,0,0,0,3654,20354,0,0,0,7109,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,3,1
H18167,0,0,0,0,0,0,9,234,0,6601,0,0,0,0,0,0,1,0,177,0,0,0,0,0,311,3549,0,1,0,1069,0,0,0,0,0,0,0,0,0,2,660,0,0,0,0,0,0
H21541,0,0,0,0,0,0,1,225,0,3526,0,0,0,0,0,0,0,0,17,0,0,0,0,0,423,6648,0,0,0,4515,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0
H26928,0,0,0,0,0,0,3,70,0,8078,0,0,8,0,0,0,0,0,36,0,0,0,0,0,375,8211,2,2,0,1852,0,6,3,0,0,0,0,0,2,0,592,37,0,0,0,0,0
H27177,0,0,0,0,0,0,4,493,0,4678,0,0,0,0,0,0,134,0,0,0,0,0,0,0,1362,5172,0,0,0,1097,0,8,3,0,0,0,0,0,1,1,3983,0,0,0,0,0,1
H26868,0,0,0,0,0,0,8,83,0,5513,0,0,0,0,0,0,6,0,4,0,0,0,0,0,182,6093,0,0,0,1855,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,1
H18330,0,0,0,0,0,0,3,3,0,461,0,0,13,0,0,0,0,0,0,0,0,0,0,0,675,5623,0,0,0,6787,0,0,0,0,0,0,0,0,1,0,12430,0,0,0,0,0,0
H25877,0,0,0,0,0,0,3,99,0,12239,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2070,10169,1,0,0,100,0,0,0,5,0,0,0,0,0,1,343,0,0,1,0,0,1
H25929,0,0,0,0,0,0,12,239,0,20930,0,0,0,0,0,0,62,0,0,0,0,0,0,0,1444,26356,0,0,0,344,0,0,39,0,0,0,0,0,11,0,3969,0,0,0,0,3,1
H28017,0,0,0,0,0,0,2,38,0,16202,0,0,0,0,0,0,0,0,8,1,0,0,0,0,160,17309,0,0,0,245,0,0,0,0,0,0,0,0,1,7,1595,0,0,0,0,0,0
H30940,0,0,0,0,0,0,213,2935,0,1221,0,6,2,0,0,0,49,0,4,0,0,0,0,0,1857,13440,0,0,0,264,0,0,2,0,0,0,0,0,56,0,847,0,0,0,0,0,1
H27424,0,0,0,0,0,0,7,316,0,7436,0,0,0,0,0,0,25,0,64,0,0,0,0,0,2352,15015,11,0,0,1586,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,1
H34087,0,0,0,0,4,0,160,748,0,1764,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5159,9530,0,0,0,3550,0,0,40,0,0,0,0,0,52,0,655,0,0,0,0,0,1
H25757,0,0,0,0,0,0,25,2074,0,6695,0,0,0,0,0,0,0,0,14,0,0,0,0,0,2646,6699,0,0,0,1638,0,0,1,2,0,0,0,0,5,2,3493,0,0,0,0,0,1
