sample_ID,Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales,Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales,Bacteria;Acidobacteriota;Subgroup 5;uncultured Acidobacteria bacterium,Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales,Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales,Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales,Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales,Bacteria;Actinobacteriota;Actinobacteria;Frankiales,Bacteria;Actinobacteriota;Actinobacteria;Micrococcales,Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales,Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales,Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales,Bacteria;Actinobacteriota;Actinobacteria;uncultured,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales,Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales,Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales,Bacteria;Bacteroidota;Bacteroidia;Chitinophagales,Bacteria;Bacteroidota;Bacteroidia;Cytophagales,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales,Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales,Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales,Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,Bacteria;Chloroflexi;Anaerolineae;Caldilineales,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast,Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales,Bacteria;Dependentiae;Babeliae;Babeliales,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,Bacteria;Desulfobacterota;Desulfuromonadia;Geoalkalibacteraceae,Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales,Bacteria;Elusimicrobiota;Lineage IIa;Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_59_12,Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales,Bacteria;Firmicutes;Bacilli;Acholeplasmatales,Bacteria;Firmicutes;Bacilli;Bacillales,Bacteria;Firmicutes;Bacilli;Erysipelotrichales,Bacteria;Firmicutes;Bacilli;Izemoplasmatales,Bacteria;Firmicutes;Bacilli;Lactobacillales,Bacteria;Firmicutes;Bacilli;RF39,Bacteria;Firmicutes;Bacilli;Staphylococcales,Bacteria;Firmicutes;Bacilli;Thermicanales,Bacteria;Firmicutes;Clostridia;Caldicoprobacterales,Bacteria;Firmicutes;Clostridia;Christensenellales,Bacteria;Firmicutes;Clostridia;Clostridia UCG-014,Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group,Bacteria;Firmicutes;Clostridia;Clostridiales,Bacteria;Firmicutes;Clostridia;Eubacteriales,Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae,Bacteria;Firmicutes;Clostridia;Lachnospirales,Bacteria;Firmicutes;Clostridia;Monoglobales,Bacteria;Firmicutes;Clostridia;Oscillospirales,Bacteria;Firmicutes;Clostridia;Peptococcales,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales,Bacteria;Firmicutes;Clostridia;uncultured,Bacteria;Firmicutes;Incertae Sedis;DTU014,Bacteria;Firmicutes;Limnochordia;Hydrogenispora,Bacteria;Firmicutes;Limnochordia;M55-D21,Bacteria;Firmicutes;Moorellia;Desulfitibacterales,Bacteria;Firmicutes;Negativicutes;Acidaminococcales,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales,Bacteria;Firmicutes;uncultured;uncultured Peptococcaceae bacterium,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales,Bacteria;Myxococcota;Polyangia;Polyangiales,Bacteria;Myxococcota;Polyangia;mle1-27,Bacteria;Myxococcota;bacteriap25;uncultured bacterium,Bacteria;Nitrospirota;Nitrospiria;Nitrospirales,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales,Bacteria;Proteobacteria;Alphaproteobacteria;uncultured,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales,Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales,Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales,Bacteria;Spirochaetota;Brachyspirae;Brachyspirales,Bacteria;Spirochaetota;Spirochaetia;Spirochaetales,Bacteria;Synergistota;Synergistia;Synergistales,Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales,label
H27112,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,428,0,0,6580,0,0,4,0,0,0,0,0,0,5,0,17,0,0,0,0,0,0,841,0,371,0,1,0,0,102,195,3,0,3,0,5724,66,2201,0,60,0,0,0,0,0,0,4147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,145,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
H27233,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,329,0,0,13049,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,61,0,83,0,0,0,0,100,161,6,96,0,0,2886,199,4541,31,40,0,0,1,0,0,0,2914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,0,0,0,0,1193,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0
H18187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,9441,0,0,1,0,0,0,0,0,0,83,0,5,0,0,0,0,0,0,309,0,9,0,0,0,0,42,91,1,0,0,0,1796,18,2603,12,44,0,0,0,0,0,353,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1392,0,0,0,0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H34151,0,0,0,0,0,16,17,12,0,13,0,0,0,0,0,888,0,0,1905,0,0,0,1,0,0,1,0,0,0,0,9,0,0,0,0,0,0,3156,0,502,0,3,0,0,63,1,0,1229,1,0,8635,656,4525,0,98,0,0,0,0,0,8,27,0,0,0,0,0,0,6,0,0,0,0,15,0,0,0,239,0,0,3,0,419,0,0,0,0,51,9,0,1,0,0,0,0,0,0,1
H18190,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,282,0,0,6101,0,0,0,0,0,0,0,0,0,15,0,412,0,0,0,0,0,0,1144,0,27,0,1,0,0,61,118,2,2,0,0,4003,195,2272,10,26,0,0,1,0,0,565,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,317,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
H27970,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,41,0,0,5541,0,0,0,0,0,0,0,0,0,64,0,8,0,0,0,0,0,0,65,0,20,64,0,0,0,65,236,12,17,0,0,2313,132,1658,3,15,0,1,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H25831,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,72,0,0,8175,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,457,92,21,466,2,0,0,237,1017,60,26,0,1,2103,82,5620,53,46,0,4,3,0,0,0,3971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,10,0,0,0,0,86,0,0,0,0,0,0,0,1,0,0
H26035,0,0,0,0,0,3,2,2,0,1,0,0,0,0,0,165,0,0,2610,0,0,0,0,0,0,0,0,0,32,0,3,0,0,0,0,0,1,79,0,45,1,7,0,0,23,258,0,2,2,0,1851,69,2257,0,10,0,0,0,0,0,0,4227,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,65,0,0,0,0,5667,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
H31017,0,0,0,0,0,23,34,0,0,1,0,0,0,0,0,679,0,0,10070,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,133,0,249,0,16,0,0,1,0,0,611,0,0,6129,63,949,0,249,0,0,0,0,0,0,1524,0,200,0,0,0,0,8,0,0,0,0,0,0,0,0,2721,0,0,0,0,1614,0,0,0,0,67,0,0,0,0,0,6,0,0,0,0
H27226,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,38,0,0,18776,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,255,0,101,0,0,0,0,36,0,0,0,0,0,2936,128,984,0,114,0,0,0,0,0,0,2949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
H32810,0,0,0,0,0,42,1,0,0,3,0,0,0,0,0,1213,0,0,5801,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1532,0,57,1,1,0,0,1,0,0,3,0,0,5728,41,1546,92,259,0,0,0,0,0,812,905,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,126,0,0,4,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
H29075,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,21,0,0,5169,0,0,0,1,0,0,0,0,0,0,0,124,0,0,0,0,0,0,29,0,5,0,0,0,0,23,123,7,1,0,0,496,36,1384,8,56,0,0,0,0,0,0,1170,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,408,0,0,0,0,89,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0
H26073,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16,0,0,7140,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,269,0,9,0,1,0,0,25,0,0,0,1,0,1212,102,1235,0,21,0,0,0,0,0,232,1186,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,93,0,0,0,0,5115,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
H25981,0,0,0,0,0,4,2,5,0,6,0,0,0,0,0,357,0,0,9857,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,1,80,95,182,3834,1,0,0,458,492,103,12,0,1,2000,36,4335,19,32,8,16,2,0,0,78,31,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,124,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0
H27254,0,0,0,0,0,0,6,3,0,3,0,8,0,0,0,29,0,0,10806,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,244,0,213,3,0,0,0,20,5,0,6,8,0,5045,284,3027,0,43,0,0,0,0,0,1253,8704,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,124,0,0,0,0,8,0,0,0,0,339,1,0,0,0,0,0,0,0,0,0
H28008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,20160,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,55,0,0,0,0,19,2,0,16,0,0,4328,63,4743,0,25,0,0,0,0,0,1,109,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
H34096,0,0,0,0,0,25,1,2,0,1,0,2,0,0,1,608,0,0,7665,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,35,1221,0,1479,7,2,0,0,103,67,0,86,0,0,3780,13,2997,0,112,0,0,0,0,0,0,450,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,73,0,0,0,0,7319,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1
H27310,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,221,0,0,6016,0,0,9,0,0,0,3,0,0,0,0,52,0,0,0,0,0,0,546,0,80,218,6,0,0,106,1627,3,130,0,0,2951,2,8115,29,17,0,0,0,0,0,306,148,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,22,0,0,5,0,2434,0,0,0,0,103,10,0,0,0,0,0,0,0,0,0
H31033,0,0,0,0,0,7,3,0,0,1,0,0,0,0,0,189,0,0,16413,0,0,0,0,0,0,1,0,0,23,0,46,0,0,0,0,0,0,66,0,519,96,1,0,0,18,192,1,0,0,0,2147,89,2346,6,17,0,2,0,0,0,0,2571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,12,0,0,0,0,461,1,0,0,0,0,0,0,0,0,0
H26040,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,106,0,0,5593,0,0,0,0,0,0,0,0,0,1,0,130,0,0,0,0,0,0,121,4,2,29,0,0,0,180,25,276,9,0,6,1221,43,2999,6,17,19,7,0,0,0,297,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,397,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
H32787,0,0,0,0,0,5,13,0,0,2,0,0,0,0,0,544,0,0,8070,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,456,0,116,2,5,0,0,78,0,0,64,0,0,3818,53,4294,0,18,0,0,0,0,0,558,100,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,44,2,0,0,0,27,0,0,0,0,4624,0,0,0,0,0,0,0,0,0,0
H28000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,71,0,0,14342,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,60,385,15,0,0,0,0,140,520,46,0,4,0,2890,141,4965,2,119,0,37,0,0,0,0,678,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,110,0,0,0,0,4,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0
H27220,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,23,0,0,9843,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,491,0,21,0,0,0,0,49,76,0,5,0,0,4871,176,3520,1,51,0,0,0,0,0,2,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,221,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
H26104,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,68,0,0,494,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,701,0,289,0,2,0,0,62,269,1,28,0,0,3881,71,2770,0,25,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,164,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
H26583,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,262,0,0,197,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1242,0,39,2775,0,0,0,175,270,1,95,1,0,797,8,859,0,22,0,0,0,0,0,0,2997,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,30,0,0,0,0,2,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
H26881,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,72,0,0,2716,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,225,0,236,3134,0,0,0,111,76,0,42,1,0,980,4,1726,0,34,0,0,0,0,0,1,275,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19,0,0,0,0,588,0,0,0,1,7,13,0,6,0,0,0,0,0,0,0
H26045,0,0,0,0,0,32,5,2,0,0,0,0,0,0,0,714,0,0,7387,0,0,3,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,549,0,471,0,76,0,0,769,0,6,0,0,0,3801,9,2189,6,125,0,0,0,0,0,115,121,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,6455,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0
H27435,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,57,0,0,3331,0,0,2,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,64,1,126,0,0,0,0,0,0,0,2,0,0,3242,43,543,0,14,0,0,0,0,0,296,2214,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,16,0,0,2,0,24089,0,0,0,0,0,3092,0,1,0,0,0,0,0,0,0
H26043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,3139,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,9,146,0,286,0,0,0,0,2,6,0,123,2,0,3740,51,4200,0,29,0,0,0,0,0,0,4281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,350,0,0,0,0,70,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
H27939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,8281,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,337,0,0,0,0,0,0,0,113,3,0,5325,170,5827,0,24,0,0,0,0,0,237,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,0,0,0,0,427,0,0,0,0,541,2,0,0,0,0,0,0,0,0,1
H18124,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,192,0,0,7960,0,0,0,0,0,0,0,0,0,14,0,156,0,0,0,0,0,0,426,2,240,73,0,0,0,119,599,6,31,0,0,1666,117,2734,5,14,0,0,0,0,0,15,399,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,79,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0
H27276,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,17,0,0,11420,0,0,228,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,250,0,20,1021,0,0,10,772,580,5,2119,0,0,1647,100,3174,11,31,0,7,0,0,0,1,2029,0,0,0,0,0,0,1,0,0,0,2,71,0,0,0,188,0,0,0,0,188,0,0,0,0,262,2,0,0,0,0,0,0,0,1,0
H27277,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,9648,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,413,0,30,0,1,0,0,0,0,0,1,0,0,3858,11,7034,0,28,0,0,0,0,0,0,1685,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1653,0,0,0,0,44,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0
H26897,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,26,0,0,5548,0,0,44,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,214,0,8,338,6,0,0,225,0,2,45,0,0,1687,29,1612,0,48,0,0,0,0,0,0,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0,2,0,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H27114,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,47,0,0,18075,0,0,0,0,0,0,11,0,0,0,0,42,0,0,0,0,0,0,226,0,20,0,0,0,0,64,0,0,8,0,0,4215,97,4240,0,45,0,0,0,0,0,246,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1622,0,0,0,0,505,0,0,0,0,107,0,0,0,0,0,1,0,0,0,0
H18253,0,0,0,0,2,9,1,0,0,2,0,0,0,0,0,406,0,0,6065,0,0,0,0,0,0,0,0,0,30,0,20,0,0,0,0,0,2,256,0,226,80,4,0,0,90,329,1,27,0,0,2351,19,1152,0,50,0,0,0,0,0,64,89,0,85,0,0,0,0,15,0,0,0,0,12,0,0,0,91,0,0,0,0,1707,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
H18148,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,78,0,0,8635,0,0,0,0,0,0,0,0,0,0,0,779,0,0,0,0,0,0,34,35,10,894,0,0,0,180,344,2,67,0,0,1207,50,1927,7,6,0,0,0,0,0,0,2294,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,101,0,0,0,0,10,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
H26628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,3515,0,0,13,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,205,0,23,0,1,1,0,248,661,1,20,0,0,629,8,983,4,11,0,0,0,0,0,0,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,3455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H18174,0,0,0,0,0,7,4,2,0,1,0,0,0,0,0,23,0,0,7757,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,166,0,156,0,3,0,0,68,0,35,1,4,10,1501,51,2733,4,84,24,0,1,0,0,124,5224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,1,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
H26843,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,70,0,0,4399,0,0,11,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,122,0,19,11,0,0,0,68,487,32,0,0,0,1109,86,1989,19,17,0,1,2,0,0,101,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
H27150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11339,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,51,0,66,457,0,0,0,66,1828,0,3,0,0,4191,131,1733,0,5,0,0,0,0,0,30,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1048,0,0,0,0,72,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0
H26783,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,237,0,0,2213,0,0,0,0,0,0,0,0,0,9,0,34,0,0,0,0,0,0,542,0,53,0,0,0,0,24,115,0,0,0,0,3332,294,4028,0,39,0,0,0,0,0,84,579,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H27083,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,120,0,0,11539,0,0,0,0,0,0,0,0,0,97,0,21,0,0,0,0,0,0,121,0,76,293,0,0,0,253,1835,5,205,0,0,3339,112,6315,4,98,0,1,0,0,0,222,1533,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,93,0,0,0,0,342,0,0,0,0,263,3,0,0,0,0,0,0,0,0,0
H26714,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,203,0,0,1054,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,129,0,316,0,0,0,0,7,514,1,5,2,0,3358,19,2808,0,113,0,0,0,0,0,170,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,2998,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
H25903,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,180,0,0,3144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,16,45,0,0,0,191,75,0,338,0,0,1113,239,5871,0,26,0,0,0,0,0,37,2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,16,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0
H26923,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,67,0,0,5668,0,0,1,0,0,0,0,0,0,0,0,194,0,0,0,0,0,9,262,0,260,0,0,0,0,0,0,0,0,0,0,1602,0,1304,0,2,0,0,0,0,0,1,52,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,4717,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
H25918,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,6,0,0,5289,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,83,4,33,0,0,0,0,264,444,2,1,0,0,1309,42,3595,23,24,0,0,0,0,0,291,1458,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,147,0,0,0,0,47,0,0,0,0,4,1,0,0,0,0,3,0,0,2,0
H26880,0,0,0,0,0,6,0,1,0,4,0,0,0,0,0,18,0,0,8853,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,130,0,24,4,3,0,0,191,19,12,0,0,0,4285,174,5415,0,140,0,0,1,0,0,2,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187,0,0,0,0,7924,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H26917,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,13,0,0,5358,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110,0,23,8,0,0,0,0,416,0,0,0,0,1678,191,1072,0,13,0,0,0,0,0,0,3123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,148,0,0,0,0,81,4,0,0,0,0,0,0,0,0,0
H27162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,11896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,17,2,1,0,0,665,301,2,191,0,0,2755,61,4006,0,7,0,0,0,0,0,0,2799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,6,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0
H27413,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,99,0,0,3597,0,0,23,0,0,0,0,0,0,13,0,28,0,0,0,0,0,0,151,0,95,0,15,0,0,397,377,2,8,0,0,9041,391,7203,0,46,0,0,0,0,0,1184,79,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,278,0,0,0,0,212,0,0,0,0,55,22,0,0,0,0,0,0,0,0,0
H27129,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,121,0,0,2477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,0,255,0,12,0,0,74,0,0,67,0,0,13632,242,6275,0,54,0,0,0,0,0,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,521,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
H31085,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,238,0,0,5428,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,457,0,87,111,0,0,0,43,315,3,1,0,0,2918,124,4413,1,19,0,0,0,0,0,0,1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,751,0,0,0,0,5,1589,0,5,0,0,0,0,0,0,0
