,Bacteria;Abditibacteriota;Abditibacteria,Bacteria;Acidobacteriota;Aminicenantia,Bacteria;Acidobacteriota;Blastocatellia,Bacteria;Actinobacteriota;Acidimicrobiia,Bacteria;Actinobacteriota;Actinobacteria,Bacteria;Actinobacteriota;Coriobacteriia,Bacteria;Actinobacteriota;Thermoleophilia,Bacteria;Bacteroidota;Bacteroidia,Bacteria;Bdellovibrionota;Bdellovibrionia,Bacteria;Bdellovibrionota;Oligoflexia,Bacteria;Campilobacterota;Campylobacteria,Bacteria;Chloroflexi;Anaerolineae,Bacteria;Cyanobacteria;Vampirivibrionia,Bacteria;Dependentiae;Babeliae,Bacteria;Desulfobacterota;Desulfovibrionia,Bacteria;Desulfobacterota;Desulfuromonadia,Bacteria;Desulfobacterota;uncultured,Bacteria;Elusimicrobiota;Elusimicrobia,Bacteria;Elusimicrobiota;Lineage IIa,Bacteria;Fibrobacterota;Fibrobacteria,Bacteria;Firmicutes;Bacilli,Bacteria;Firmicutes;Clostridia,Bacteria;Firmicutes;Incertae Sedis,Bacteria;Firmicutes;Limnochordia,Bacteria;Firmicutes;Moorellia,Bacteria;Firmicutes;Negativicutes,Bacteria;Firmicutes;uncultured,Bacteria;Fusobacteriota;Fusobacteriia,Bacteria;Myxococcota;Polyangia,Bacteria;Myxococcota;bacteriap25,Bacteria;Nitrospirota;Nitrospiria,Bacteria;Patescibacteria;Saccharimonadia,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria;Spirochaetota;Brachyspirae,Bacteria;Spirochaetota;Spirochaetia,Bacteria;Synergistota;Synergistia,Bacteria;Verrucomicrobiota;Lentisphaeria,Bacteria;Verrucomicrobiota;Verrucomicrobiae,Bacteria;Acidobacteriota;Subgroup 5,Bacteria;Cyanobacteria;Cyanobacteriia,Bacteria;Acidobacteriota;Subgroup 19,Bacteria;Acidobacteriota;Vicinamibacteria,Bacteria;Chloroflexi;Chloroflexia,Bacteria;Desulfobacterota;Syntrophia,Bacteria;Firmicutes;Syntrophomonadia,Bacteria;Myxococcota;Myxococcia,Bacteria;Patescibacteria;Gracilibacteria,Bacteria;Patescibacteria;Parcubacteria,Bacteria;SAR324 clade(Marine group B);uncultured delta proteobacterium,label
237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,68.0,0.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,994.0,7107.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0
238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,229.0,0.0,9673.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,4501.0,0.0,0.0,0.0,696.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,1.0,1
239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,87.0,0.0,6485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,810.0,4528.0,8.0,2.0,0.0,2478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4547.0,0.0,0.0,0.0,0.0,0.0,0.0,1
240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,139.0,0.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,2567.0,0.0,0.0,0.0,2337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,282.0,0.0,8744.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,8021.0,4.0,2.0,0.0,631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1345.0,0.0,0.0,0.0,0.0,0.0,0.0,0
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,281.0,0.0,16540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,5712.0,0.0,0.0,0.0,582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1953.0,0.0,0.0,0.0,0.0,0.0,0.0,0
243,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,751.0,0.0,5741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,15872.0,0.0,0.0,0.0,5636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4168.0,0.0,0.0,0.0,0.0,0.0,0.0,0
244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,460.0,0.0,3616.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.0,16738.0,0.0,0.0,0.0,4536.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2339.0,0.0,0.0,0.0,0.0,0.0,0.0,0
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,3181.0,1.0,0.0,0.0,685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1677.0,0.0,0.0,0.0,0.0,0.0,0.0,0
246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,193.0,0.0,2662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,8426.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0
247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,87.0,0.0,5117.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,14.0,0.0,0.0,0.0,0.0,4.0,0.0,2202.0,12549.0,0.0,0.0,0.0,5557.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,98.0,0.0,3467.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,1594.0,0.0,0.0,0.0,3414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7177.0,0.0,0.0,0.0,0.0,0.0,0.0,1
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,229.0,0.0,9404.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3035.0,10331.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15562.0,0.0,0.0,0.0,0.0,0.0,0.0,2
250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,523.0,0.0,7901.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1178.0,16448.0,0.0,0.0,0.0,3901.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0
251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,308.0,0.0,9543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,6496.0,0.0,0.0,0.0,1476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,1
252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,194.0,0.0,5983.0,0.0,0.0,19.0,0.0,0.0,0.0,105.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,8717.0,0.0,0.0,0.0,1335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.0,0.0,0.0,0.0,0.0,0.0,1.0,0
253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,234.0,0.0,6601.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,3549.0,0.0,1.0,0.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0
254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,194.0,0.0,6158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,4376.0,0.0,0.0,0.0,929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5787.0,0.0,0.0,0.0,0.0,0.0,2.0,1
255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,390.0,0.0,3194.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3296.0,7524.0,0.0,0.0,0.0,4712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,267.0,0.0,0.0,0.0,0.0,0.0,6.0,0
256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.0,4524.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,1903.0,7.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,0.0,0.0,0.0,0.0,0.0,1.0,1
257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,63.0,0.0,10426.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.0,9024.0,0.0,0.0,0.0,3510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10347.0,0.0,0.0,0.0,0.0,0.0,0.0,1
258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,0.0,13842.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,10919.0,0.0,0.0,0.0,3643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0
259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,731.0,0.0,7107.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,743.0,7333.0,0.0,1.0,0.0,2241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,1
260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,0.0,7132.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2925.0,7.0,0.0,0.0,579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0
261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,0.0,10806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,8438.0,0.0,0.0,0.0,9957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0
262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,66.0,0.0,10422.0,0.0,0.0,1.0,0.0,0.0,0.0,282.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,8870.0,0.0,0.0,0.0,2792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,73.0,0.0,0.0,0.0,0.0,0
263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,173.0,0.0,3278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1081.0,6698.0,0.0,1.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7341.0,0.0,0.0,0.0,0.0,0.0,0.0,1
264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,206.0,0.0,9554.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,1166.0,12683.0,10.0,0.0,0.0,586.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,387.0,0.0,0.0,0.0,0.0,0.0,1.0,0
265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,104.0,0.0,3579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,941.0,12987.0,0.0,0.0,0.0,103.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48470.0,0.0,0.0,0.0,0.0,0.0,0.0,0
266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,6404.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,4649.0,8.0,0.0,0.0,53.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0
267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,150.0,0.0,2661.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,674.0,9174.0,0.0,0.0,0.0,7254.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,1
268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,586.0,0.0,10549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,8102.0,0.0,3.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,3.0,0
269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,0.0,11539.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,12166.0,1.0,0.0,0.0,1755.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,701.0,0.0,0.0,0.0,0.0,0.0,0.0,0
270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,88.0,0.0,9483.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1295.0,8318.0,10.0,1.0,0.0,1040.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,1522.0,0.0,0.0,0.0,0.0,0.0,35.0,1
271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,0.0,8040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,5263.0,0.0,2.0,0.0,1225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,703.0,0.0,0.0,0.0,0.0,0.0,1.0,0
272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,340.0,0.0,6138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,5006.0,0.0,3.0,0.0,1936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,1
273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,9464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,9932.0,0.0,0.0,0.0,819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1
274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,397.0,0.0,1185.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1511.0,7761.0,0.0,0.0,0.0,1119.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0
275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,317.0,0.0,25988.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,10632.0,65.0,0.0,0.0,111.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2504.0,0.0,0.0,0.0,0.0,6.0,19.0,1
276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,53.0,0.0,7809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918.0,6494.0,0.0,0.0,0.0,7688.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4958.0,0.0,0.0,0.0,0.0,0.0,0.0,1
277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,767.0,0.0,5072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3321.0,19292.0,0.0,0.0,0.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,1
278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.0,0.0,10081.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,6601.0,0.0,0.0,0.0,2154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6668.0,0.0,0.0,4.0,0.0,0.0,1.0,1
279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4451.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,4556.0,0.0,0.0,0.0,1157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0
280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,1846.0,0.0,6775.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,717.0,18377.0,0.0,0.0,0.0,8790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,3126.0,0.0,0.0,0.0,0.0,0.0,0.0,0
281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,205.0,0.0,8327.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,6858.0,0.0,0.0,0.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1086.0,0.0,0.0,0.0,0.0,0.0,0.0,1
282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,77.0,0.0,10179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,5626.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0
283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,177.0,0.0,4159.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,3533.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,1
284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,342.0,0.0,2035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,2372.0,17872.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4700.0,0.0,0.0,0.0,0.0,0.0,0.0,1
285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,878.0,0.0,5506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2345.0,20583.0,0.0,0.0,0.0,1398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0,1
286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,69.0,0.0,7716.0,0.0,0.0,15.0,0.0,0.0,0.0,3.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1289.0,11511.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0
287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,322.0,0.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,2130.0,10406.0,0.0,0.0,0.0,33.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,4
288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,0.0,6359.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,3228.0,2.0,0.0,0.0,1619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,1
289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,161.0,0.0,6442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,2958.0,0.0,1.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,14.0,1
290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,3493.0,0.0,0.0,0.0,838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0
291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,138.0,0.0,978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,7322.0,0.0,0.0,0.0,645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,297.0,0.0,10497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,547.0,7395.0,0.0,2.0,0.0,11958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0
293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,508.0,0.0,5821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0,5611.0,0.0,0.0,0.0,2271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2795.0,0.0,0.0,0.0,0.0,0.0,0.0,0
294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,318.0,0.0,1294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,8131.0,0.0,0.0,0.0,2032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0
295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,44.0,0.0,3725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,5073.0,1.0,0.0,0.0,825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,576.0,0.0,0.0,0.0,0.0,0.0,2.0,0
296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,5755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,760.0,12010.0,3.0,1.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,4366.0,0.0,0.0,0.0,0.0,0.0,0.0,1
297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,873.0,0.0,3982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,1878.0,10283.0,10.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7973.0,0.0,0.0,0.0,0.0,0.0,0.0,0
298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,687.0,0.0,6030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1053.0,4334.0,0.0,0.0,0.0,3238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3056.0,0.0,0.0,0.0,0.0,0.0,0.0,2
