sample_ID,Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales,Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales,Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales,Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales,Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales,Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales,Bacteria;Actinobacteriota;Actinobacteria;Frankiales,Bacteria;Actinobacteriota;Actinobacteria;Micrococcales,Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales,Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales,Bacteria;Actinobacteriota;Actinobacteria;uncultured,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales,Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales,Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales,Bacteria;Bacteroidota;Bacteroidia;Chitinophagales,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales,Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales,Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales,Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,Bacteria;Chloroflexi;Anaerolineae;Caldilineales,Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales,Bacteria;Dependentiae;Babeliae;Babeliales,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,Bacteria;Desulfobacterota;Desulfuromonadia;Geoalkalibacteraceae,Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales,Bacteria;Elusimicrobiota;Lineage IIa;Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_59_12,Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales,Bacteria;Firmicutes;Bacilli;Bacillales,Bacteria;Firmicutes;Bacilli;Erysipelotrichales,Bacteria;Firmicutes;Bacilli;Izemoplasmatales,Bacteria;Firmicutes;Bacilli;Lactobacillales,Bacteria;Firmicutes;Bacilli;Mycoplasmatales,Bacteria;Firmicutes;Bacilli;RF39,Bacteria;Firmicutes;Bacilli;Staphylococcales,Bacteria;Firmicutes;Bacilli;Thermicanales,Bacteria;Firmicutes;Clostridia;Caldicoprobacterales,Bacteria;Firmicutes;Clostridia;Christensenellales,Bacteria;Firmicutes;Clostridia;Clostridia UCG-014,Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group,Bacteria;Firmicutes;Clostridia;Clostridiales,Bacteria;Firmicutes;Clostridia;Eubacteriales,Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae,Bacteria;Firmicutes;Clostridia;Lachnospirales,Bacteria;Firmicutes;Clostridia;Monoglobales,Bacteria;Firmicutes;Clostridia;Oscillospirales,Bacteria;Firmicutes;Clostridia;Peptococcales,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales,Bacteria;Firmicutes;Clostridia;uncultured,Bacteria;Firmicutes;Incertae Sedis;DTU014,Bacteria;Firmicutes;Limnochordia;Hydrogenispora,Bacteria;Firmicutes;Limnochordia;M55-D21,Bacteria;Firmicutes;Moorellia;Desulfitibacterales,Bacteria;Firmicutes;Negativicutes;Acidaminococcales,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales,Bacteria;Firmicutes;uncultured;uncultured Peptococcaceae bacterium,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales,Bacteria;Myxococcota;Polyangia;Polyangiales,Bacteria;Myxococcota;Polyangia;mle1-27,Bacteria;Myxococcota;bacteriap25;uncultured bacterium,Bacteria;Nitrospirota;Nitrospiria;Nitrospirales,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales,Bacteria;Proteobacteria;Alphaproteobacteria;uncultured,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales,Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales,Bacteria;Proteobacteria;Gammaproteobacteria;EV818SWSAP88,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales,Bacteria;Spirochaetota;Brachyspirae;Brachyspirales,Bacteria;Spirochaetota;Spirochaetia;Spirochaetales,Bacteria;Synergistota;Synergistia;Synergistales,Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales,label
H25770,0,0,0,0,0,2,1,0,1,0,3,0,0,326,0,0,4332,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,166,0,386,0,611,2,0,0,230,630,6,5,2,0,1399,45,3592,8,20,0,1,0,0,0,0,2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,37,0,0,0,0,80,0,0,0,0,0,0,0,0,2,0
H27395,0,0,0,0,2,1,0,0,5,0,0,0,0,90,0,0,9606,0,0,0,0,0,4,0,17,0,310,0,0,0,0,0,450,37,429,0,1517,2,0,0,706,976,15,82,0,4,4568,44,7599,45,53,0,0,0,0,0,0,4764,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,151,0,0,0,0,2472,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0
H26875,0,0,0,0,119,2,0,0,0,0,0,0,0,208,0,0,5497,0,16,0,0,0,4,0,0,0,1,0,0,0,0,0,86,129,12,0,0,3,0,0,421,0,1,14,0,0,1089,0,1619,14,36,0,0,0,0,0,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,6068,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H32817,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,9886,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,69,0,6,0,33,0,0,0,21,348,5,76,0,0,2220,5,1648,0,9,0,0,0,0,0,0,2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,4,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
H25918,0,0,0,0,1,1,0,0,1,0,0,0,0,6,0,0,5289,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,83,4,33,0,0,0,0,0,264,444,2,1,0,0,1309,42,3595,23,24,0,0,0,0,0,291,1458,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,147,0,0,0,0,47,0,0,0,0,4,1,0,0,0,0,3,0,0,2,0
H27413,0,0,0,0,0,0,2,0,4,0,0,0,0,99,0,0,3597,0,23,0,0,0,0,0,13,0,28,0,0,0,0,0,151,0,95,0,0,15,0,0,397,377,2,8,0,0,9041,391,7203,0,46,0,0,0,0,0,1184,79,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,278,0,0,0,0,212,0,0,0,0,55,22,0,0,0,0,0,0,0,0,0
H32784,0,0,0,0,1,0,0,0,0,0,0,0,0,193,0,0,6757,0,0,0,0,0,0,0,8,0,92,0,0,0,0,0,271,13,32,0,251,1,0,0,768,1037,81,6,4,2,1711,39,3904,12,50,4,12,2,0,0,79,1425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,116,0,0,0,0,2059,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
H25981,0,0,0,0,4,2,5,0,6,0,0,0,0,357,0,0,9857,0,0,0,0,0,0,0,0,0,34,0,0,0,0,1,80,95,182,0,3834,1,0,0,458,492,103,12,0,1,2000,36,4335,19,32,8,16,2,0,0,78,31,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,124,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0
H18363,0,0,0,0,12,3,1,0,1,0,0,0,0,24,0,0,2497,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,713,0,1134,0,0,2,0,0,9,0,1,32,1,0,4817,263,2053,0,7,0,0,0,0,0,1,3785,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,2105,0,0,0,0,3983,0,0,0,0,0,0,0,0,0,0
H27125,0,0,0,0,5,4,0,0,0,0,0,0,0,390,0,0,7904,0,0,0,0,0,4,0,3,0,227,0,0,0,0,0,587,13,42,0,1055,0,0,0,3724,1590,419,11,5,8,1393,95,6266,52,84,1,52,0,0,4,75,594,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0
H26691,0,0,0,0,0,2,0,0,0,0,0,0,0,62,0,0,5816,0,1,0,0,0,0,0,16,0,58,0,0,0,0,0,61,0,26,0,91,0,0,0,87,77,10,0,0,0,1011,23,2573,4,20,0,0,1,0,0,0,1326,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,195,0,0,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
H25764,0,0,0,0,4,2,0,0,2,0,0,0,0,68,0,0,8238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,0,38,0,5,2,0,0,0,3,0,33,0,0,2972,245,3757,0,5,0,0,0,0,0,0,2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,11,0,0,0,0,822,0,0,0,0,0,0,0,0,0,0
H27277,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0,0,9648,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,413,0,30,0,0,1,0,0,0,0,0,1,0,0,3858,11,7034,0,28,0,0,0,0,0,0,1685,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1653,0,0,0,0,44,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0
H25792,0,0,0,0,1,0,6,0,1,0,0,0,0,140,0,0,8584,0,3,0,0,0,0,0,0,0,95,0,0,0,0,0,169,8,33,0,1571,1,0,0,1274,710,19,23,0,0,2058,35,3805,28,24,5,14,0,0,0,0,2518,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,494,0,0,0,0,6173,0,0,0,0,0,154,0,0,0,1,0,0,0,5,0
H25909,0,0,0,0,0,2,2,0,0,0,0,0,0,39,0,0,11463,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,200,0,14,0,0,2,0,0,10,0,0,24,0,0,2168,22,1798,0,1,0,0,0,0,0,0,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,0,0,0,0,75,0,0,0,0,825,0,0,0,0,0,0,0,0,0,0
H26036,0,0,0,0,5,4,0,0,0,0,0,0,0,288,0,0,12807,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,146,0,47,1,0,6,0,0,122,10,4,0,1,0,2641,51,3505,3,39,0,0,0,0,0,1,164,3,6,0,0,0,0,3,0,0,0,0,0,0,0,0,84,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
H31031,0,0,0,0,5,4,0,0,1,0,0,0,0,345,0,0,8241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,88,0,0,1,0,0,0,0,0,275,0,0,4422,17,1045,0,26,0,0,0,0,0,1070,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,144,0,0,1,0,1034,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0
H28033,0,0,0,0,13,0,0,0,0,0,0,0,0,38,0,0,15772,0,0,0,0,0,0,0,108,0,12,0,0,0,0,0,158,34,464,0,669,0,0,30,5226,464,689,18,0,20,2714,155,16092,135,99,0,25,0,0,0,1180,1712,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,105,0,0,0,0,2464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H27984,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,0,7860,0,0,0,0,0,0,0,44,0,4,0,0,0,0,0,349,0,35,0,0,1,0,0,12,7,0,16,0,0,2604,72,3498,0,15,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H25880,0,0,0,0,0,0,1,0,0,0,1,0,0,66,0,0,7965,0,19,0,0,0,0,0,106,0,154,0,0,0,0,0,263,0,8,0,793,1,0,0,890,122,6,0,1,2,1399,113,2518,52,27,57,5,0,0,0,193,12,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1231,0,0,0,0,182,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
H26841,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4451,0,0,0,0,0,0,0,9,0,70,0,0,0,0,0,40,0,5,0,8,0,0,0,177,11,0,7,0,0,2145,17,2182,0,17,0,0,0,0,0,0,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,32,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
H31105,0,0,0,0,1,0,0,0,0,0,0,0,0,1128,0,0,6898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,57,0,4,0,0,0,1,0,1,2,0,0,5538,277,2790,0,20,0,0,0,0,0,2,8334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,615,0,0,0,0,260,6,0,1,0,0,0,0,0,0,0
H26025,0,0,0,0,0,0,0,0,0,0,3,0,0,1761,0,0,4283,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,31,0,28,0,0,0,0,0,2,0,0,79,0,0,2522,164,3207,0,7,0,0,0,0,0,186,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,0,0,0,159,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1
H27390,0,0,0,0,0,0,1,0,1,0,0,0,0,169,0,0,9070,0,125,0,0,0,0,0,0,0,293,0,0,0,0,1,68,65,976,0,4173,0,0,0,982,2247,7,174,0,0,2003,34,4349,41,37,0,0,0,0,0,139,151,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,30,0,0,0,0,113,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0
H27216,0,0,0,0,0,0,3,0,0,0,0,0,0,132,0,0,15812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,42,0,0,0,0,0,1,0,0,1,0,0,4602,32,3471,0,0,0,0,0,0,0,0,3109,0,0,1,0,0,0,33,0,0,0,0,1,0,0,0,1594,0,0,0,0,2380,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
H30924,0,0,0,0,0,0,0,0,0,0,1,0,0,235,0,0,10059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,226,8,39,0,799,0,0,0,474,2325,88,194,0,0,2867,523,3333,9,29,30,5,0,0,0,0,768,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,69,0,0,0,0,3333,0,0,0,0,31,0,0,0,0,0,0,0,0,2,0
H31082,0,0,0,0,1,0,1,0,1,0,2,0,0,216,0,0,5183,0,0,0,0,0,1,0,52,0,97,0,0,0,0,0,716,5,26,0,498,2,0,0,802,359,7,25,0,0,2352,41,2645,9,105,0,1,1,0,0,0,408,0,1,0,0,0,0,4,0,0,0,2,0,0,0,0,372,0,0,0,0,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H25917,0,0,0,0,5,14,1,0,1,0,1,0,0,175,0,0,4999,0,1,0,0,0,19,0,0,0,42,0,0,0,0,1,45,0,95,0,0,1,0,0,22,1,4,2,0,0,559,14,1594,0,76,0,0,0,0,0,0,448,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,6390,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
H18188,0,0,0,0,3,2,0,0,0,0,0,0,0,44,0,0,3725,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,45,0,17,0,4,0,0,0,102,1888,38,2,0,4,1111,40,1874,6,8,0,1,0,0,0,2,823,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,452,0,0,0,0,2,0,0,0,0,122,0,0,0,0,0,0,0,0,2,0
H27258,0,0,0,1,7,4,0,0,3,0,0,0,0,751,0,0,5741,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,212,0,108,0,0,3,0,0,336,0,3,32,2,0,5526,7,9857,1,108,0,0,0,0,0,90,5546,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,0,0,0,0,4111,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0
H27324,0,0,0,0,5,0,0,0,2,0,0,0,0,56,0,0,5198,0,10,0,0,0,0,0,20,0,7,0,0,0,0,0,137,0,91,0,249,0,0,0,1407,1449,7,134,0,0,3173,117,4429,30,43,0,0,0,0,0,70,2058,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,18,0,0,0,0,139,5,0,0,0,0,0,0,0,0,0
H27252,0,0,0,0,3,3,1,0,1,0,1,0,0,65,0,0,4320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374,0,308,0,0,0,0,0,28,4,0,248,0,0,6631,26,3946,0,10,0,0,0,0,0,0,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,542,0,0,0,0,4120,0,0,0,0,0,0,0,0,0,0
H30916,0,0,0,0,2,5,3,0,1,0,0,0,0,1016,0,0,9211,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1109,0,12,0,0,0,0,0,14,0,0,5,0,0,3824,6,2208,2,64,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,1,0,3581,0,0,0,0,1,1,0,0,5377,0,0,0,0,0,0
H26923,0,0,0,0,2,3,0,0,0,0,0,0,0,67,0,0,5668,0,1,0,0,0,0,0,0,0,194,0,0,0,0,9,262,0,260,0,0,0,0,0,0,0,0,0,0,0,1602,0,1304,0,2,0,0,0,0,0,1,52,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,4717,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
H18148,0,0,0,0,3,0,0,0,0,0,0,0,0,78,0,0,8635,0,0,0,0,0,0,0,0,0,779,0,0,0,0,0,34,35,10,0,894,0,0,0,180,344,2,67,0,0,1207,50,1927,7,6,0,0,0,0,0,0,2294,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,101,0,0,0,0,10,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
H27149,0,0,0,0,0,2,0,0,0,0,0,0,0,180,0,0,16566,0,0,0,0,0,3,0,2,0,25,0,0,0,0,0,115,0,240,0,397,0,0,0,109,1,16,22,2,0,2544,222,5994,7,91,0,0,0,0,0,0,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1762,0,0,0,0,2253,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
H34143,0,0,0,0,1,0,1,0,0,0,0,0,0,120,0,0,7969,0,10,0,0,0,1,0,3,0,9,0,0,0,0,13,344,39,14,0,505,0,0,0,1734,235,446,60,0,6,2674,12,4214,8,39,0,7,0,0,0,45,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,2737,0,0,0,0,0,1567,0,5,0,0,0,20,4,1,0
H27332,0,0,0,0,2,0,0,0,0,0,0,0,0,414,0,0,4630,0,8,0,0,0,9,0,0,0,11,0,0,0,0,0,1311,0,23,0,0,0,0,0,0,1,0,293,0,0,2101,15,2148,0,42,0,0,0,0,0,0,10908,0,3,0,0,0,0,26,0,0,0,0,0,0,0,0,63,0,0,5,0,43,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
H27191,0,0,0,0,1,2,0,0,0,0,0,0,0,264,0,0,8633,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,144,0,18,0,0,0,0,0,110,601,0,11,3,0,4332,20,5468,0,51,0,0,0,0,0,292,130,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,143,0,0,0,0,1108,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
H27322,0,0,0,0,2,0,0,0,3,0,0,0,0,51,0,0,6567,0,4,0,0,0,0,0,98,0,86,0,0,0,0,0,222,7,12,0,0,0,0,0,367,34,122,3,0,0,5438,4,6560,35,57,0,0,0,0,0,1,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
H31015,0,0,0,0,20,3,0,0,10,0,0,0,0,1509,0,0,8061,0,0,0,0,0,0,0,47,0,9,0,0,0,0,0,202,0,1411,0,124,0,0,0,273,1281,2,50,0,0,3304,144,2803,5,34,0,0,1,0,0,0,2045,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,1197,0,0,0,0,13,1,0,0,0,0,0,0,0,1,1
H25962,0,0,0,0,5,0,1,0,0,0,5,0,0,182,0,0,671,0,10,0,0,0,0,0,0,0,19,0,0,0,0,6,157,0,389,0,0,4,0,0,63,0,2,0,3,0,2024,113,4845,0,56,0,0,0,0,0,16,191,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0,25368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H25782,0,0,0,1,7,1,1,0,1,0,1,0,0,766,0,0,8544,0,41,0,0,0,0,0,0,0,31,0,0,0,0,710,314,0,74,0,0,4,0,0,430,59,9,62,0,0,2538,12,1959,20,28,0,4,0,0,0,6,94,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5036,0,0,0,0,10466,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H27111,0,0,0,0,13,2,1,0,0,0,0,0,2,94,0,0,7838,0,0,0,0,0,0,0,0,0,179,0,0,0,0,18,2296,0,309,0,0,1,0,0,502,0,0,1,5,0,3418,79,3886,22,57,0,0,0,0,0,0,5811,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,151,0,0,0,0,19329,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
H25830,0,0,0,0,5,1,1,0,0,0,0,0,0,390,0,0,8869,0,0,0,0,0,0,0,1,0,272,0,0,0,0,0,441,0,259,0,341,0,0,0,1412,897,9,35,0,0,4198,107,4967,50,26,0,0,4,0,0,80,3550,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,11,0,0,0,0,1042,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
H26880,0,0,0,0,6,0,1,0,4,0,0,0,0,18,0,0,8853,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,130,0,24,0,4,3,0,0,191,19,12,0,0,0,4285,174,5415,0,140,0,0,1,0,0,2,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187,0,0,0,0,7924,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H21562,0,0,0,0,5,18,0,0,1,0,0,0,0,314,0,0,8177,0,0,0,0,0,9,0,0,0,26,0,0,0,0,0,356,0,27,0,0,1,0,0,79,25,0,7,0,1,2062,45,2315,7,148,0,0,0,0,0,43,87,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,1327,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1
H32821,0,0,0,0,1,0,0,0,0,0,0,0,0,72,0,0,15658,0,0,0,0,0,0,0,26,0,57,0,0,0,0,0,96,5,16,0,578,0,0,0,2008,196,4,2,0,0,1459,44,1854,5,33,0,8,0,0,0,439,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H26797,0,0,0,0,10,0,1,0,4,0,0,0,0,318,0,0,1292,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,85,0,63,0,0,0,0,0,29,0,2,56,0,0,3506,81,4408,1,48,0,0,0,0,0,0,2032,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,1,0,996,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
H18201,0,0,0,0,1,0,0,0,2,0,0,0,0,173,0,0,4886,0,0,0,0,0,0,0,153,0,190,0,0,0,0,0,100,148,53,0,990,1,0,0,642,1427,80,99,0,0,1681,77,2975,28,36,0,13,0,0,0,0,402,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,77,0,0,0,0,11,0,0,0,0,0,0,0,5,0,0
H27209,0,0,0,0,20,0,0,0,0,0,0,0,0,64,0,0,4905,0,0,0,0,0,0,0,10,0,44,0,0,0,0,0,1908,0,96,0,0,0,0,0,251,134,1,3,1,0,6008,91,3754,9,104,0,0,0,0,0,86,18,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,39,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
H27276,0,0,0,0,0,0,0,0,2,0,0,0,0,17,0,0,11420,0,228,0,0,0,0,0,0,0,160,0,0,0,0,0,250,0,20,0,1021,0,0,10,772,580,5,2119,0,0,1647,100,3174,11,31,0,7,0,0,0,1,2029,0,0,0,0,0,0,1,0,0,0,2,71,0,0,0,188,0,0,0,0,188,0,0,0,0,262,2,0,0,0,0,0,0,0,1,0
H27179,0,0,0,0,2,0,0,0,4,0,0,0,0,82,0,0,7837,0,0,0,0,0,0,0,9,0,16,0,0,0,0,0,295,0,111,0,1618,4,0,0,1329,1719,0,0,0,0,5699,135,2984,6,47,0,0,0,0,0,0,1201,0,3,4,0,0,0,0,0,0,0,0,2,0,0,0,1277,0,0,0,0,68,0,0,0,0,735,11,0,0,0,0,0,0,0,12,0
H18229,0,0,0,0,3,3,0,0,0,0,0,0,0,27,0,0,638,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,737,0,343,0,0,4,0,0,2,2,0,6,0,0,2230,0,356,0,0,0,0,0,0,0,0,4244,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,6230,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
H18115,0,0,0,0,2,8,0,0,0,0,0,0,0,487,0,0,3207,0,0,0,0,0,0,0,0,0,22,0,0,0,0,4,593,0,1,0,0,0,0,0,0,0,0,1,0,0,2430,162,3070,0,9,0,0,0,0,0,0,5251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H31149,0,0,0,0,4,0,2,0,8,0,0,0,0,578,0,0,7277,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1439,0,753,0,350,5,0,0,104,7,17,1,0,0,3551,890,5444,4,254,0,0,0,0,0,51,47,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,530,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0
