sample_ID,Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales,Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales,Bacteria;Acidobacteriota;Subgroup 19;uncultured bacterium,Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales,Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales,Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales,Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales,Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales,Bacteria;Actinobacteriota;Actinobacteria;Frankiales,Bacteria;Actinobacteriota;Actinobacteria;Micrococcales,Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales,Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales,Bacteria;Actinobacteriota;Actinobacteria;uncultured,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales,Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales,Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales,Bacteria;Bacteroidota;Bacteroidia;Chitinophagales,Bacteria;Bacteroidota;Bacteroidia;Cytophagales,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales,Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales,Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales,Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20,Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales,Bacteria;Bdellovibrionota;Oligoflexia;Silvanigrellales,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales,Bacteria;Chloroflexi;Anaerolineae;Caldilineales,Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast,Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales,Bacteria;Dependentiae;Babeliae;Babeliales,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,Bacteria;Desulfobacterota;Desulfuromonadia;Geoalkalibacteraceae,Bacteria;Desulfobacterota;Syntrophia;Syntrophales,Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales,Bacteria;Elusimicrobiota;Lineage IIa;Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_59_12,Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales,Bacteria;Firmicutes;Bacilli;Acholeplasmatales,Bacteria;Firmicutes;Bacilli;Bacillales,Bacteria;Firmicutes;Bacilli;Erysipelotrichales,Bacteria;Firmicutes;Bacilli;Izemoplasmatales,Bacteria;Firmicutes;Bacilli;Lactobacillales,Bacteria;Firmicutes;Bacilli;Mycoplasmatales,Bacteria;Firmicutes;Bacilli;Paenibacillales,Bacteria;Firmicutes;Bacilli;RF39,Bacteria;Firmicutes;Bacilli;Staphylococcales,Bacteria;Firmicutes;Bacilli;Thermicanales,Bacteria;Firmicutes;Clostridia;Caldicoprobacterales,Bacteria;Firmicutes;Clostridia;Christensenellales,Bacteria;Firmicutes;Clostridia;Clostridia UCG-014,Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group,Bacteria;Firmicutes;Clostridia;Clostridiales,Bacteria;Firmicutes;Clostridia;Eubacteriales,Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae,Bacteria;Firmicutes;Clostridia;Lachnospirales,Bacteria;Firmicutes;Clostridia;Monoglobales,Bacteria;Firmicutes;Clostridia;Oscillospirales,Bacteria;Firmicutes;Clostridia;Peptococcales,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales,Bacteria;Firmicutes;Clostridia;uncultured,Bacteria;Firmicutes;Incertae Sedis;DTU014,Bacteria;Firmicutes;Limnochordia;Hydrogenispora,Bacteria;Firmicutes;Limnochordia;M55-D21,Bacteria;Firmicutes;Moorellia;Desulfitibacterales,Bacteria;Firmicutes;Negativicutes;Acidaminococcales,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales,Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales,Bacteria;Firmicutes;uncultured;uncultured Peptococcaceae bacterium,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales,Bacteria;Myxococcota;Polyangia;Haliangiales,Bacteria;Myxococcota;Polyangia;Polyangiales,Bacteria;Myxococcota;Polyangia;mle1-27,Bacteria;Myxococcota;bacteriap25;uncultured bacterium,Bacteria;Nitrospirota;Nitrospiria;Nitrospirales,Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales (SR1),Bacteria;Patescibacteria;Parcubacteria;uncultured bacterium,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales,Bacteria;Proteobacteria;Alphaproteobacteria;uncultured,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales,Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales,Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales,Bacteria;Spirochaetota;Brachyspirae;Brachyspirales,Bacteria;Spirochaetota;Spirochaetia;Spirochaetales,Bacteria;Synergistota;Synergistia;Synergistales,Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales,label
H31087,0,0,0,0,0,0,11,1,3,0,23,0,0,0,0,753,0,0,6423,0,0,1,6,0,0,0,0,1,0,0,0,0,39,0,29,0,0,0,0,0,0,5,540,0,416,0,0,0,5,0,0,298,81,24,78,3,0,3011,28,3404,6,56,0,0,0,0,0,325,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1881,0,0,0,0,3167,0,0,0,0,11,3219,0,153,0,0,0,0,0,0,0
H27423,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,45,0,0,15314,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,21,89,0,184,0,0,0,17,0,0,239,1,20,80,8,0,2097,2,7800,2,80,2,0,0,0,0,855,327,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,47,0,0,0,0,85,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
H18297,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,349,0,0,5596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,765,0,58,0,0,0,0,0,0,58,0,0,0,0,0,3564,81,2013,0,36,0,0,0,0,0,79,4208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H26858,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,160,0,0,5964,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,32,0,0,0,0,0,0,2,250,0,9,0,0,44,0,0,0,143,227,4,2,0,0,1419,32,3903,0,42,0,0,0,0,0,0,1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,535,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
H21544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5732,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,0,21,0,0,0,8,0,0,36,166,0,42,0,0,3823,334,1282,0,19,0,0,0,0,0,0,4855,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,148,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H26853,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,209,0,0,6029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,133,0,116,0,0,0,0,0,0,129,0,10,0,0,0,1268,33,1548,14,20,0,0,0,0,0,34,47,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H27307,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,158,0,0,16717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,154,0,26,0,0,0,0,0,0,549,6,0,12,0,0,4321,158,4814,0,21,0,0,0,0,0,0,3326,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,227,0,0,0,0,11,0,0,0,0,8,3,0,0,0,0,0,0,0,0,1
H18172,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,237,0,0,5155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,62,0,0,0,0,0,0,5,359,89,95,0,0,0,4,0,0,2027,1287,31,6,1,10,1567,99,4589,18,74,0,5,0,0,0,29,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H26798,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,48,0,0,8311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,162,0,5,0,0,0,1,0,0,7,0,0,1,0,0,1365,19,1557,0,9,0,0,0,0,0,53,96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,687,0,0,0,0,833,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1
H27991,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,57,0,0,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,125,0,85,0,0,81,0,0,0,824,667,4,139,1,0,3573,138,2920,1,38,0,0,1,0,0,0,1720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,12,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0
H27411,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,198,0,0,12218,1,0,300,0,0,0,0,0,1,0,0,0,0,1,0,47,0,0,0,0,0,0,1,827,6,8,0,0,62,0,0,0,1842,475,67,3,2,0,1310,91,9964,47,165,8,57,0,0,0,347,19,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,374,0,0,1,0,2063,0,0,0,0,1,3,0,0,0,0,2,0,8,1,0
H27220,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,23,0,0,9843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,491,0,21,0,0,0,0,0,0,49,76,0,5,0,0,4871,176,3520,1,51,0,0,0,0,0,2,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,221,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
H21522,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,64,0,0,844,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,105,0,0,0,0,0,0,0,84,0,12,0,0,5,5,0,0,13,49,0,109,0,0,394,3,2087,0,13,0,0,0,0,0,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,134,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1
H25764,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,68,0,0,8238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,0,38,0,0,5,2,0,0,0,3,0,33,0,0,2972,245,3757,0,5,0,0,0,0,0,0,2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,11,0,0,0,0,822,0,0,0,0,0,0,0,0,0,0
H27893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,75,0,0,0,1,0,0,0,0,0,0,0,0,4123,61,764,0,7,0,0,0,0,0,0,1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,1
H26075,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,110,0,0,6553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,124,0,70,0,0,0,4,0,0,73,3,3,0,0,0,1724,47,1790,16,29,0,0,3,0,0,2,3222,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,150,0,0,0,0,7486,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
H26877,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,193,0,0,5461,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,136,18,22,0,0,97,0,0,0,484,562,16,10,0,16,761,127,4480,16,24,4,9,0,0,0,558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,1706,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1
H31060,0,0,0,0,0,0,56,2,0,0,5,0,0,0,0,545,0,0,10931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676,0,394,0,0,0,1,0,0,420,290,0,3,1,0,3340,24,3708,0,71,0,0,0,0,0,0,3501,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1037,0,0,0,0,466,0,0,0,0,46,12,0,0,0,0,0,0,0,1,1
H18281,0,0,0,0,0,0,2,8,0,0,1,0,0,0,0,127,0,0,5418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,82,0,64,0,0,0,0,0,0,184,803,0,20,0,0,2327,42,1984,0,9,0,0,0,0,0,145,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,461,0,0,0,0,262,0,0,0,0,28,0,0,0,0,0,0,0,0,2,1
H27135,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,127,0,0,5770,0,0,3,0,0,0,0,0,0,0,0,0,0,228,0,106,0,0,0,0,0,0,0,106,19,4,0,0,103,0,0,0,261,1116,28,5,0,0,2237,52,5213,9,61,0,2,0,0,0,0,1989,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,933,0,0,0,0,27,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0
H21542,0,0,0,0,0,0,5,6,0,0,2,0,0,0,0,65,0,0,11279,0,0,35,0,0,0,0,0,4,0,0,0,0,18,0,34,0,0,0,0,0,0,0,96,0,70,0,0,495,0,0,0,767,7663,17,443,2,8,1340,34,4169,22,25,0,2,0,0,0,0,671,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,513,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
H26780,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93,0,0,7929,0,0,0,2,0,0,0,0,0,0,0,0,0,41,0,582,0,0,0,0,0,0,0,258,0,32,0,0,0,4,0,0,38,0,3,1,0,0,2274,24,1427,15,26,0,0,0,0,0,0,113,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,2005,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
H30996,0,0,0,0,0,0,17,5,2,0,0,0,0,0,0,828,0,0,2271,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,65,0,0,0,0,0,0,0,278,2,58,0,0,10,3,0,0,955,2795,5,2,1,0,2336,109,5450,68,119,0,0,1,0,0,3,407,0,13,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,1,0,1540,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
H25836,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,91,0,0,8804,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,32,0,0,0,0,0,0,0,127,0,28,0,0,835,1,0,0,554,145,1,71,0,0,1673,360,5497,10,14,0,0,0,0,0,0,1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,1087,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
H27388,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1024,0,0,5575,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,31,0,0,0,0,0,0,0,991,0,43,0,0,566,0,0,0,3155,2179,126,0,0,0,1867,5,4907,2,31,11,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,5938,0,0,0,0,1,1,0,0,0,0,0,0,17,1,0
H18212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,6799,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,18,0,0,0,0,9,0,0,328,3,36,0,0,1019,0,0,0,138,1641,30,3,0,0,1936,170,2164,6,31,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,139,0,0,0,0,313,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
H26703,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,75,0,0,3546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,121,0,0,0,0,0,0,4,0,0,0,0,0,3764,104,528,0,24,0,0,0,0,0,0,3573,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49,0,0,0,0,43,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1
H34143,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,120,0,0,7969,0,0,10,0,0,0,0,0,1,0,0,0,0,3,0,9,0,0,0,0,0,0,13,344,39,14,0,0,505,0,0,0,1734,235,446,60,0,6,2674,12,4214,8,39,0,7,0,0,0,45,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,2737,0,0,0,0,0,1567,0,5,0,0,0,20,4,1,0
H27996,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,35,0,0,13273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,0,0,0,0,0,0,0,39,0,5,0,0,0,0,0,0,112,1,51,11,0,2,1074,20,1921,5,18,0,54,0,0,0,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,2529,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
H18126,0,0,0,0,0,0,13,13,1,0,0,0,0,0,0,322,0,0,3505,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,68,0,232,0,0,0,6,0,0,199,2,40,30,5,0,2050,36,2205,28,34,0,1,0,0,0,78,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,24,0,0,0,0,237,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0
H25986,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1627,0,0,4607,0,0,3,0,0,0,0,0,0,0,0,0,0,706,0,5,0,0,0,0,0,0,0,561,129,45,0,0,2919,0,0,0,688,3060,121,154,0,0,3561,809,11666,5,290,0,0,0,0,0,2,7107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,9,0,0,0,0,13,1,0,0,0,0,0,0,3,0,1
H18167,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,234,0,0,6601,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,177,0,0,0,0,0,0,2,190,0,80,0,0,39,0,0,0,32,140,0,1,0,0,1159,34,2169,1,13,0,0,1,0,0,1056,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,609,0,0,0,0,36,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
H21541,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,225,0,0,3515,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,4,308,0,106,0,0,0,5,0,0,0,8,0,2,0,0,4578,161,1853,0,46,0,0,0,0,0,2,4513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H26928,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,70,0,0,8006,0,0,72,0,0,0,0,0,8,0,0,0,0,0,0,36,0,0,0,0,0,0,0,95,5,45,0,0,230,0,0,3,1564,1627,0,8,1,0,1088,151,3701,23,45,0,2,2,0,0,4,1848,0,6,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,63,0,0,0,0,510,0,0,0,0,19,0,0,0,37,0,0,0,0,0,0
H27177,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,493,0,0,4678,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,740,0,609,0,0,13,0,0,0,400,234,13,0,0,1,1680,35,2686,22,101,0,0,0,0,0,104,993,0,8,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,34,0,0,0,0,3945,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1
H26868,0,0,0,0,0,0,2,5,0,0,1,0,0,0,0,83,0,0,5500,0,0,13,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,53,0,45,0,0,81,3,0,0,59,632,5,9,0,0,2464,9,2887,0,28,0,0,0,0,0,0,1855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,27,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1
H18330,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,454,0,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,129,0,0,2,0,0,0,0,1,0,0,8,0,5099,0,482,0,33,0,0,0,0,0,1,6786,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,0,2,0,0,0,0,12385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H25877,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,99,0,0,12236,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1583,0,61,0,0,425,1,0,1,1130,398,4,0,0,0,2965,117,5545,0,9,0,1,0,0,0,56,44,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57,0,0,0,0,111,0,0,0,0,174,1,0,0,0,0,1,0,0,0,1
H25929,0,0,0,0,0,0,7,4,0,0,1,0,0,0,0,239,0,0,20930,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,1,1114,0,327,0,0,0,2,0,0,5619,41,0,32,7,0,8402,194,11892,0,169,0,0,0,0,0,266,78,0,0,39,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2975,0,0,0,0,986,0,0,0,0,0,0,0,8,0,0,0,0,0,3,1
H28017,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,38,0,0,16202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,90,0,70,0,0,0,0,0,0,6,58,0,14,0,0,3292,78,13838,0,23,0,0,0,0,0,236,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,0,285,0,0,0,0,1307,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
H30940,0,0,0,0,0,0,131,3,54,0,25,0,0,0,0,2935,0,0,1161,0,0,60,0,0,6,0,0,2,0,0,0,0,49,0,4,0,0,0,0,0,0,7,939,0,859,0,0,0,52,0,0,324,136,1,61,0,0,8629,47,4086,0,156,0,0,0,0,0,37,227,0,0,2,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,658,0,0,11,0,82,0,0,0,0,60,36,0,0,0,0,0,0,0,0,1
H27424,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,316,0,0,7436,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,64,0,0,0,0,0,0,1,881,4,443,0,0,1023,0,0,0,3108,2191,23,4,12,2,3633,139,5571,70,262,0,11,0,0,0,1576,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,306,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
H34087,0,0,0,0,4,0,77,1,82,0,0,0,0,0,0,748,0,0,1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4060,0,983,0,0,116,0,0,0,164,1155,0,545,0,15,4144,52,2547,0,908,0,0,0,0,0,0,3550,0,0,40,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,89,0,0,0,0,68,0,0,0,0,493,5,0,0,0,0,0,0,0,0,1
H25757,0,0,0,0,0,0,8,12,5,0,0,0,0,0,0,2074,0,0,6691,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,4,2277,0,350,0,0,0,15,0,0,262,1,0,49,1,0,3513,7,2713,0,153,0,0,0,0,0,242,1396,0,0,1,0,0,2,0,0,0,0,5,0,0,0,0,2,0,0,0,282,0,0,0,0,3205,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1
H25790,0,0,0,0,0,0,3,4,1,0,2,0,0,0,0,274,0,0,6430,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,277,9,538,0,0,314,4,0,0,2467,881,5,790,0,0,1988,99,5360,16,33,0,2,0,0,0,393,78,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,675,0,0,0,0,220,0,0,0,0,1272,1,0,1,0,0,0,0,0,0,1
H25798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,229,0,0,9516,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,145,0,105,0,0,0,1,0,0,89,0,0,39,0,0,2165,35,1328,0,38,0,2,0,0,0,0,10273,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,58,0,0,0,0,3,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0
